participant_id,session_index,feedback_mode,feedback_focus,target_position_x,target_position_y,target_label,target_depth_min,target_depth_max,avg_error,std_error,avg_depth,std_depth,avg_bpm,std_bpm,n_valid_timesteps
16,5,screen,position,6,10,t4,33,40,4.627016483516483,1.6560975693083284,42.786,5.510742739274039,121.520484375,10.374700004687165,263
17,0,audio,position,7,5,t5,40,50,1.1065795454545455,0.7185857594417807,45.573709677419366,4.2559249909527335,117.70418032786885,12.712197246594874,253
17,1,belt,position,2,9,t3,33,40,4.8056785714285715,0.4874299866870818,39.45101694915254,5.32323136695686,115.56913793103448,10.450693635531264,246
17,2,box,position,6,10,t4,33,40,1.4333224043715846,1.7884847327346187,34.468769230769226,4.203190549201809,115.901375,10.710465961356444,257
17,3,glove,position,2,9,t3,33,40,1.599887640449438,1.3781789640820428,29.590153846153843,7.731440803589476,117.563203125,10.783157115641748,254
17,4,N/A,N/A,2,9,t3,33,40,4.646344262295083,0.7381499888732886,,,,,122
17,5,screen,position,2,9,t3,33,40,6.631875,0.23303758095402713,47.86375,1.4905386879773173,110.74047272727272,9.6330464865946,235
18,0,audio,position,5,7,t2,40,50,2.378590361445783,0.989286173663149,33.10214285714285,1.5504477628434061,84.28443902439024,10.665058478219562,223
18,1,belt,position,6,10,t4,33,40,2.242873563218391,1.911239928547306,29.825999999999997,2.893255298486848,84.75097727272727,8.051652451765968,241
18,2,box,position,5,5,t1,40,50,1.4081130952380951,0.9643162111395878,34.46733333333333,1.286631087590983,86.28195454545454,5.76012137638272,228
18,3,glove,position,5,3,t6,33,40,1.9158369565217392,1.2649572537645717,40.7984,4.124530208399498,88.60634693877552,7.177194595898079,246
18,4,N/A,N/A,5,7,t2,40,50,5.40893125,0.3151306499270382,,,,,160
18,5,screen,position,2,9,t3,33,40,1.4265714285714286,0.5360990252723458,31.850638297872337,0.7633308985367565,87.25884782608696,6.483506740241437,230
7,0,audio,position,2,9,t3,33,40,2.7189698795180726,1.7192206010272129,37.49145454545454,7.694196494922608,110.71659259259258,7.661254980161947,226
7,1,belt,position,5,3,t6,33,40,2.492156976744186,1.783886420219074,48.147272727272735,0.707167087226349,106.91170370370368,13.163564468061114,229
7,2,box,position,5,7,t2,40,50,1.428508875739645,0.5334985247933908,46.14641509433962,4.160561053575212,103.5535,9.813601200335725,230
7,3,glove,position,6,10,t4,33,40,2.652721212121212,1.5168323116519038,38.609399999999994,5.134793242186097,100.41269387755104,7.623547688266183,226
7,4,N/A,N/A,6,10,t4,33,40,5.49920353982301,0.173603156413336,,,,,113
7,5,screen,position,5,5,t1,40,50,0.8766181818181817,0.4483388392956121,49.30092592592593,0.52289531746952,106.32884905660376,8.29944317385715,224
8,0,audio,position,5,7,t2,40,50,2.2756,1.0576153832199724,38.13963636363636,3.4773181743910655,104.6417222222222,6.811594873385807,230
8,1,belt,position,5,7,t2,40,50,1.4517882352941176,0.9829574473958694,36.418518518518525,3.241787005711172,104.26377358490565,10.213333079374515,232
8,2,box,position,2,9,t3,33,40,2.9142916666666667,1.1056904347734962,34.31404761904762,5.430402536830778,87.51887804878048,21.498955425782015,227
8,3,glove,position,6,10,t4,33,40,2.6375632183908047,1.2697153016140508,37.70264150943396,4.665386453261613,100.11055769230771,11.297685492057248,239
8,4,N/A,N/A,2,9,t3,33,40,6.955990099009901,0.6679823839357627,,,,,101
8,5,screen,position,5,7,t2,40,50,2.794127906976744,0.8970268824432474,42.56410714285715,3.134370395188592,108.89865454545455,32.542362005807526,232
9,0,audio,position,6,10,t4,33,40,1.7176962025316453,1.5938842878003947,30.083965517241378,5.617686644891315,118.60905263157895,10.713945721677634,228
9,1,belt,position,2,9,t3,33,40,4.504722222222223,0.35632436412507046,46.201818181818176,0.802624311321285,97.0699534883721,7.353991110522955,221
9,2,box,position,7,5,t5,40,50,1.4285113636363638,1.6874033911357182,38.039538461538456,4.1394293292189,121.550671875,12.632712441384431,248
9,3,glove,position,2,9,t3,33,40,4.343632183908046,0.3276793223176295,37.71254901960784,2.879826957721697,100.15106000000002,19.634409842325283,234
9,4,N/A,N/A,2,9,t3,33,40,6.596041666666667,0.13264928042481888,,,,,96
9,5,screen,position,5,7,t2,40,50,2.7434709302325584,0.6011664381552341,43.82196428571428,2.039553014443236,105.56821818181821,4.9363927046189175,233
